"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"FRLMServiceRequest.header.participant[x].participantProfessional","FRLMServiceRequest.header.participant[x].participantProfessional","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMHealthProfessional {[]} {[]}
","Le participant est un professionnel de santé","Le participant est un professionnel de santé","","","","","","","","","",,,,,"",,,,"FRLMEntry.header.participant[x].participantProfessional",0,*,"",""
"FRLMServiceRequest.header.participant[x].participantOrganisation","FRLMServiceRequest.header.participant[x].participantOrganisation","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMOrganisation {[]} {[]}
","Le participant est une organisation","Le participant est une organisation","","","","","","","","","",,,,,"",,,,"FRLMEntry.header.participant[x].participantOrganisation",0,*,"",""
"FRLMServiceRequest.header.participant[x].participantDevice","FRLMServiceRequest.header.participant[x].participantDevice","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMDevice {[]} {[]}
","Le participant est un système","Le participant est un système","","","","","","","","","",,,,,"",,,,"FRLMEntry.header.participant[x].participantDevice",0,*,"",""
"FRLMServiceRequest.header.informant","FRLMServiceRequest.header.informant","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMInformant {[]} {[]}
","Informateur","Informateur","","","","","","","","","",,,,,"",,,,"FRLMEntry.header.informant",0,*,"",""
"FRLMServiceRequest.header.date","FRLMServiceRequest.header.date","","","",0,1,"","","","dateTime {[]} {[]}
","Date/Heure de création par l'auteur","Date/Heure de création par l'auteur","","","","","","","","","",,,,,"",,,,"FRLMEntry.header.date",0,1,"",""
"FRLMServiceRequest.header.status","FRLMServiceRequest.header.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Statut de la demande","Statut","","","","","","","","","",,,,,"",,,,"FRLMEntry.header.status",0,1,"",""
"FRLMServiceRequest.header.source","FRLMServiceRequest.header.source","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Source","Source","","","","","","","","","",,,,,"",,,,"FRLMEntry.header.source",0,1,"",""
"FRLMServiceRequest.header.language","FRLMServiceRequest.header.language","","","",0,1,"","","","CodeableConcept {[]} {[]}
","'fr-FR' pour français métropolitain (la casse des caractères doit être respectée)
La partie en minuscules indique le code de la langue utilisée (ISO-639-1)
La partie en majuscules indique le code pays (ISO-3166)","'fr-FR' pour français métropolitain (la casse des caractères doit être respectée)
La partie en minuscules indique le code de la langue utilisée (ISO-639-1)
La partie en majuscules indique le code pays (ISO-3166)","","","","","","","","","",,,,,"",,,,"FRLMEntry.header.language",0,1,"",""
"FRLMServiceRequest.code","FRLMServiceRequest.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de la demande","Type de la demande","","","","","","","","","",,,,,"",,,,"FRLMServiceRequest.code",1,1,"",""
"FRLMServiceRequest.quantity","FRLMServiceRequest.quantity","","","",0,1,"","","","Quantity {[]} {[]}
","Quantité demandée","Quantité demandée","","","","","","","","","",,,,,"",,,,"FRLMServiceRequest.quantity",0,1,"",""
"FRLMServiceRequest.bodySite","FRLMServiceRequest.bodySite","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMBodyStructure {[]} {[]}
","Localisation anatomique","Localisation anatomique","","","","","","","","","",,,,,"",,,,"FRLMServiceRequest.bodySite",0,*,"",""
"FRLMServiceRequest.reason[x]","FRLMServiceRequest.reason[x]","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMObservation {[]} {[]}
https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMCondition {[]} {[]}https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMMedication {[]} {[]}string {[]} {[]}","Motif de la demande","Motif de la demande","","","","","","","","","",,,,,"",,,,"FRLMServiceRequest.reason[x]",0,*,"",""
"FRLMServiceRequest.priority","FRLMServiceRequest.priority","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Priorité de la demande","Priorité de la demande","","","","","","","","","",,"preferred","(preferred): HL7 Request Priority","","",,,,"FRLMServiceRequest.priority",0,1,"",""
"FRLMServiceRequest.supportingInformation[x]","FRLMServiceRequest.supportingInformation[x]","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMObservation {[]} {[]}
https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMCondition {[]} {[]}https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMProcedure {[]} {[]}https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMMedicationAdministration {[]} {[]}","Informations pertinentes pour l'interprétation des résultats, par exemple le statut de jeûne, le sexe, etc.","Informations pertinentes pour l'interprétation des résultats, par exemple le statut de jeûne, le sexe, etc.","","","","","","","","","",,,,,"",,,,"FRLMServiceRequest.supportingInformation[x]",0,*,"",""
"FRLMServiceRequest.specimen","FRLMServiceRequest.specimen","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMSpecimen {[]} {[]}
","Prélèvement","Prélèvement","","","","","","","","","",,,,,"",,,,"FRLMServiceRequest.specimen",0,*,"",""
"FRLMServiceRequest.encounter","FRLMServiceRequest.encounter","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMEncounter {[]} {[]}
","Consultation à l'origine, pour avoir des informations complémentaires sur le contexte dans lequel cette demande est formulée","Consultation à l'origine, pour avoir des informations complémentaires sur le contexte dans lequel cette demande est formulée","","","","","","","","","",,,,,"",,,,"FRLMServiceRequest.encounter",0,1,"",""
"FRLMServiceRequest.occurrence[x]","FRLMServiceRequest.occurrence[x]","","","",1,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","Date ou période prévisionnelle de l'examen","Date ou période prévisionnelle de l'examen","","","","","","","","","",,,,,"",,,,"FRLMServiceRequest.occurrence[x]",1,1,"",""
"FRLMServiceRequest.patientInstructions","FRLMServiceRequest.patientInstructions","","","",0,1,"","","","string {[]} {[]}
","Instructions au patient","Instructions au patient","","","","","","","","","",,,,,"",,,,"FRLMServiceRequest.patientInstructions",0,1,"",""
